C1_total,C2_total,C3_total,total,grade,sex,C1_1ai,C1_1aii,C1_1bi,C1_1bii,C1_1biii,C1_1biv,C1_1ci,C1_1cii,C1_1di,C1_1dii,C1_1e,C1_1eSPaG,C1_2ai,C1_2aii,C1_2bi,C1_2bii,C1_2biii,C1_2biv,C1_2bv,C1_2c,C1_2d,C1_3ai,C1_3aii,C1_3aiii,C1_3bi,C1_3bii,C1_3ci,C1_3cii,C1_3d,C2_Aa,C2_Ab,C2_Ac,C2_Adi,C2_Adii,C2_Aei,C2_Aeii,C2_Aeiii,C2_Aeiv,C2_Af,C2_Ag,C2_Bai,C2_Baii,C2_Bb,C2_Bc,C2_Bd,C2_Be,C2_Bf,C2_C,C2_CSPaG,C3_1ai,C3_1aii,C3_1bi,C3_1bii,C3_1biii,C3_1c,C3_2ai,C3_2aii,C3_2b,C3_2ci,C3_2cii,C3_2ciii,C3_2d,C3_3ai,C3_3aii,C3_3aiii,C3_3b,C3_3ci,C3_3cii,C3_3di,C3_3dii,C3_3e,C3_3f,C3_3fSPaG
59,53,43,155,6,F,1,3,1,1,0,0,0,1,2,2,5,3,4,4,1,2,2,2,1,3,5,4,1,1,1,0,3,4,2,1,2,3,4,2,1,2,1,2,2,3,1,1,2,2,4,4,2,11,3,0,2,2,0,1,2,2,2,2,1,1,4,1,2,2,2,1,,2,1,2,2,6,3
43,21,39,103,3,M,1,3,1,1,1,0,0,1,2,0,2,3,1,4,1,2,3,0,0,1,3,1,2,1,1,1,2,3,2,0,2,1,1,0,1,3,0,0,1,2,1,1,0,0,0,2,0,4,2,0,2,2,0,1,1,2,2,1,1,1,1,2,3,2,3,1,2,2,0,2,0,5,3
55,44,45,144,5,F,1,3,1,1,0,1,0,3,2,2,2,2,1,4,1,2,3,2,1,2,4,1,1,4,1,1,3,3,3,2,2,4,4,1,1,1,1,0,1,2,1,1,2,1,3,2,2,10,3,0,1,2,2,3,,2,3,2,1,1,3,3,2,2,4,0,2,2,0,2,1,3,4
60,53,45,158,6,M,1,3,1,1,2,1,,1,0,0,6,3,2,4,1,2,3,2,1,3,2,4,2,,1,2,3,4,5,4,1,3,4,3,1,3,1,0,1,4,1,1,2,2,4,3,3,9,3,0,2,2,1,2,2,2,1,2,1,1,0,3,3,2,3,1,2,2,0,,2,7,4
86,59,49,194,9,M,1,3,1,1,2,0,0,5,2,2,6,4,4,4,1,2,3,2,2,5,7,4,2,4,1,3,3,6,6,4,3,4,4,3,1,3,2,0,3,6,1,1,1,2,3,4,1,10,3,0,2,2,1,2,2,0,2,1,1,1,2,0,3,2,4,1,2,2,0,6,2,7,4
77,54,52,183,8,F,1,3,1,1,2,1,2,2,2,1,5,3,4,4,1,2,3,1,1,6,4,3,2,3,1,4,3,4,7,5,3,4,4,2,1,3,1,0,2,2,1,2,1,0,5,4,2,9,3,0,2,2,2,2,2,2,3,2,1,1,1,3,3,2,4,1,2,2,0,4,2,7,2
42,33,32,107,3,M,1,3,1,1,1,0,0,1,2,1,4,3,1,4,1,1,3,0,2,1,3,1,1,1,1,0,1,2,1,2,2,2,4,1,1,1,0,0,2,3,1,0,1,1,0,4,1,4,3,1,2,2,0,2,0,2,1,2,0,1,0,1,3,2,3,1,,1,0,0,1,4,3
84,59,60,203,9,F,1,3,1,1,2,1,3,3,2,2,8,4,4,4,1,2,3,1,2,5,7,3,2,2,1,3,3,5,5,3,4,4,2,3,1,3,1,0,2,5,1,1,2,1,5,3,2,12,4,2,2,2,1,3,5,2,,2,1,1,4,2,3,2,4,1,2,2,1,3,2,10,3
7,15,14,36,1,F,0,3,1,0,0,,,,2,0,,,,,,,0,,,,,1,,,,,,,,1,2,3,4,,1,1,,,,,1,0,0,2,,,,,0,,,2,1,,,1,0,2,0,1,0,,2,2,2,0,,1,0,,,,
46,37,38,121,3,M,1,3,1,0,1,0,1,3,0,1,6,3,2,4,1,2,3,0,0,4,1,1,1,0,1,1,1,2,2,5,2,2,3,2,1,3,1,0,2,2,1,1,0,0,2,1,1,5,3,0,2,2,0,2,1,2,1,2,1,1,3,3,3,2,2,1,2,2,0,0,1,3,2
72,53,52,177,7,F,1,3,1,1,1,1,1,4,3,2,6,3,4,4,1,2,3,2,0,5,4,4,2,2,1,1,1,2,7,2,3,4,3,2,1,3,2,1,2,4,1,1,0,1,5,3,3,9,3,1,2,2,1,2,2,1,1,2,1,1,3,3,3,2,4,1,2,2,1,3,1,8,3
55,35,46,136,4,M,1,2,1,0,1,0,1,2,3,0,6,3,2,2,1,2,3,2,0,1,4,3,1,1,1,3,1,4,4,2,2,2,4,0,1,3,1,0,1,0,1,0,0,2,3,2,1,7,3,0,2,2,0,3,0,1,3,2,1,1,2,1,3,2,4,1,2,2,1,1,2,6,4
42,33,32,107,3,F,1,2,1,1,1,,,1,1,0,7,3,2,4,1,2,2,2,,,,3,1,1,1,,3,2,,1,1,,3,0,1,1,2,0,2,4,0,,1,2,3,2,0,6,4,0,2,2,,1,0,1,1,2,1,1,2,0,3,2,2,1,,2,1,2,1,2,3
61,50,44,155,6,F,1,3,1,1,2,0,3,4,3,0,4,3,4,4,1,2,2,0,2,0,4,3,2,1,1,4,3,,3,1,1,4,1,1,1,3,0,0,2,6,1,1,4,2,4,3,2,9,4,0,2,2,1,2,2,2,1,1,1,1,2,2,1,2,3,1,2,2,1,4,1,5,3
63,36,38,137,4,F,1,3,1,1,2,1,2,3,2,2,3,2,4,4,1,2,3,2,2,3,3,4,1,2,1,2,1,3,2,3,1,2,4,1,1,2,0,1,1,2,1,1,0,1,2,2,2,6,3,0,2,2,,1,2,2,0,2,1,1,2,0,3,2,1,0,2,2,0,2,0,7,4
46,43,32,121,3,M,1,3,1,1,0,0,0,2,3,1,3,3,2,2,1,2,3,0,,3,0,4,0,1,1,2,3,2,2,1,4,3,4,2,1,3,1,1,2,2,1,1,0,0,3,4,2,5,3,0,2,2,0,2,2,1,1,1,1,1,1,0,2,2,1,1,2,2,0,1,1,3,3
72,41,46,159,6,F,1,3,1,1,1,0,0,2,3,1,8,4,4,2,1,2,2,2,2,4,7,2,2,1,1,2,3,5,5,3,1,2,4,1,1,3,2,0,2,6,1,1,2,1,1,0,0,7,3,1,2,2,0,4,3,2,1,1,1,1,1,1,2,2,2,1,1,2,0,4,2,7,3
60,42,37,139,5,F,1,3,1,0,1,0,2,2,2,2,4,2,2,4,1,2,3,2,0,2,3,2,2,4,1,2,2,4,4,2,2,1,4,2,1,2,0,1,2,4,1,0,1,1,4,2,2,6,4,0,2,1,1,2,0,2,1,2,1,1,0,1,1,2,2,0,2,2,0,4,0,7,3
72,41,44,157,6,M,1,3,1,1,2,0,2,4,3,2,4,3,4,3,1,2,3,2,2,4,5,4,0,4,1,2,2,3,4,4,0,2,3,1,1,3,0,0,1,5,1,1,2,0,1,2,0,10,4,1,2,2,1,2,2,1,2,2,1,1,1,0,3,2,3,1,2,2,0,1,1,8,3
49,38,41,128,4,F,1,3,1,1,0,1,1,3,1,1,5,4,2,2,,1,3,2,0,2,2,3,0,1,1,2,3,1,2,2,2,4,4,1,1,3,2,0,1,0,1,0,1,1,2,1,2,7,3,0,2,2,1,1,0,1,1,2,1,1,0,1,3,2,3,1,2,2,0,2,2,7,4
60,48,50,158,6,M,1,2,1,1,1,,1,2,3,0,5,3,4,4,1,2,3,2,0,3,4,3,2,3,1,1,1,2,4,3,3,3,3,2,1,2,2,0,1,4,1,1,4,0,2,4,1,8,3,0,2,2,0,2,3,1,2,2,1,1,3,3,2,2,3,1,2,2,0,5,1,7,3
40,29,27,96,3,M,1,3,1,1,2,0,0,1,3,1,3,2,2,2,1,0,3,0,0,2,2,3,1,0,1,1,3,1,0,0,1,3,2,1,0,0,2,1,1,2,1,0,1,1,1,2,1,6,3,0,1,2,0,1,1,2,2,1,1,1,1,1,1,2,0,0,2,2,0,1,0,3,2
48,36,40,124,3,F,1,3,1,0,1,0,0,4,2,2,5,3,2,4,1,0,2,1,0,0,3,1,1,1,1,0,3,4,2,1,2,3,3,1,1,3,0,0,1,4,0,0,1,2,2,2,2,5,3,1,2,2,1,0,0,2,1,2,1,1,2,2,3,2,3,0,2,2,0,3,0,5,3
31,14,19,64,2,M,0,2,1,1,1,0,0,2,0,0,2,3,4,3,,0,2,0,0,0,2,3,0,0,0,2,1,0,2,0,0,2,1,1,0,0,2,1,0,0,0,1,1,1,1,0,0,2,1,0,0,2,0,0,0,2,1,0,0,1,2,0,0,2,0,0,,2,0,0,0,4,3
66,48,47,161,6,M,1,3,1,1,2,1,1,2,2,2,6,3,4,4,1,2,3,2,0,3,4,4,1,2,1,1,3,2,4,3,3,4,4,1,1,3,2,2,1,3,1,1,0,1,3,3,1,8,3,0,2,2,1,1,0,1,2,2,1,1,2,3,3,2,4,1,,2,0,4,1,8,4
57,36,44,137,4,F,1,3,1,1,1,1,1,3,3,0,8,4,4,2,1,0,2,0,1,0,4,4,2,2,1,0,1,1,5,1,0,4,4,1,1,1,0,0,2,3,1,1,2,2,3,3,1,4,2,0,2,2,0,0,0,2,2,2,1,1,2,1,3,2,4,1,2,2,0,4,2,6,3
39,30,32,101,3,F,1,3,1,1,1,0,0,2,2,1,2,3,2,2,1,0,2,0,0,0,4,2,1,2,1,0,1,2,2,2,0,3,1,0,1,1,1,0,1,1,1,0,2,0,2,3,1,7,3,0,,0,2,1,0,2,2,1,1,1,0,1,2,2,3,1,2,1,1,4,0,3,2
57,39,39,135,4,M,1,2,1,1,1,0,0,4,3,2,6,3,4,2,1,2,3,2,0,3,6,4,0,,1,0,3,2,,1,0,4,4,3,1,3,0,0,1,4,1,1,0,1,4,0,2,6,3,1,2,0,0,2,2,1,2,1,1,1,3,3,2,2,4,1,0,2,0,2,0,5,2
66,46,49,161,6,F,1,3,1,1,2,0,0,3,2,1,3,3,4,4,1,2,2,2,2,3,4,4,2,2,1,1,3,5,4,0,1,4,4,2,1,2,2,0,2,5,1,1,0,1,3,2,3,8,4,1,2,2,1,1,4,2,2,2,1,1,2,2,3,2,4,1,2,2,0,2,1,6,3
63,45,44,152,6,M,1,3,1,0,1,1,0,3,3,2,3,3,4,3,,2,3,2,1,4,4,3,1,3,1,2,3,2,4,1,4,4,3,2,1,3,1,1,1,5,1,1,0,0,5,2,0,6,4,2,2,0,2,0,1,2,2,2,1,1,1,1,3,2,4,1,2,2,0,2,2,6,3
69,47,50,166,7,F,1,3,1,1,2,1,0,2,2,2,5,3,4,4,1,2,3,2,2,4,0,4,1,2,1,2,3,5,6,3,3,4,4,1,1,3,0,0,1,5,1,1,1,1,2,2,1,9,4,1,,2,2,2,3,2,3,2,1,1,1,2,3,2,4,1,1,2,1,3,0,7,4
68,62,55,185,8,M,1,2,1,1,1,1,0,4,3,1,3,2,4,4,1,2,3,0,2,5,6,4,1,4,1,3,3,3,2,5,2,2,4,2,1,3,2,2,3,5,1,1,2,2,4,2,3,12,4,2,2,2,1,3,3,2,1,2,1,1,2,3,3,2,4,1,2,2,1,3,2,7,3
67,56,51,174,7,F,1,3,1,1,0,0,2,3,1,2,6,4,4,4,1,2,3,1,2,4,3,3,1,2,1,2,3,3,4,5,2,3,4,1,1,2,2,1,3,4,1,1,2,1,2,3,2,12,4,1,2,2,2,2,2,0,4,2,1,1,1,3,3,2,2,1,2,2,1,3,1,8,3
70,49,46,165,6,F,1,3,1,1,1,0,,6,2,2,4,3,4,3,1,2,3,2,1,3,4,4,1,2,1,4,3,3,5,4,1,4,4,0,1,2,1,2,2,3,1,2,0,2,4,0,2,10,4,1,1,2,1,1,3,1,2,2,0,1,2,1,2,2,3,0,1,2,0,4,2,8,4
24,15,3,42,1,M,1,2,1,0,0,0,1,0,0,0,1,2,1,3,1,2,2,0,0,0,1,1,0,1,1,1,,,2,1,0,,2,0,1,0,0,0,0,2,1,0,3,0,1,0,,2,2,,1,0,0,,,2,,,,,,,,,,,,0,,,,,
33,28,25,86,2,F,1,3,1,1,2,0,0,2,2,0,1,3,,3,1,2,3,,0,1,3,2,1,,1,,,,,1,1,3,2,0,1,1,0,0,2,3,1,1,,0,2,3,1,4,2,0,2,2,0,,0,1,1,2,0,1,0,,2,2,3,1,0,,,2,1,3,2
69,57,52,178,7,F,1,3,1,0,2,0,0,2,3,1,4,3,4,2,1,2,3,2,1,6,6,3,0,3,1,2,3,6,4,4,2,2,3,0,1,3,2,2,2,6,1,1,2,2,3,4,1,12,4,0,2,2,1,3,0,2,2,2,1,1,2,2,2,2,3,1,2,2,0,4,2,10,4
61,43,39,143,5,F,1,3,1,0,2,0,3,3,1,0,2,2,4,3,1,2,3,2,0,5,3,1,2,4,1,2,3,3,4,3,4,4,3,0,1,1,0,0,1,4,1,1,2,0,2,2,1,10,3,0,2,2,1,1,2,1,1,1,0,1,2,1,2,2,2,1,2,2,0,2,1,6,4
55,51,40,146,5,F,1,3,1,1,1,1,1,1,0,2,3,2,2,2,,1,3,0,0,3,3,4,2,2,1,3,1,5,6,3,1,3,4,3,1,3,1,2,1,3,1,0,3,1,3,4,3,8,3,0,2,2,2,1,0,0,0,2,1,1,2,4,3,2,3,1,,2,1,1,1,6,3
54,33,39,126,4,F,1,3,1,0,0,1,3,4,3,1,5,3,2,3,1,2,2,2,0,0,3,3,0,1,1,3,1,3,2,2,1,1,4,2,1,3,0,0,2,3,1,0,0,0,5,2,1,2,3,1,2,2,1,0,1,2,1,1,1,1,1,1,2,2,3,1,2,2,0,4,1,4,3
29,26,3,58,1,M,0,3,1,1,1,0,0,0,0,1,2,1,0,1,1,2,2,0,1,0,3,2,0,1,1,1,0,2,2,3,0,2,3,2,1,1,0,1,0,2,0,0,0,1,3,0,0,5,2,0,2,0,0,,,1,0,,,,,,,,,,,,0,,,0,0
72,53,54,179,8,M,1,3,1,1,2,0,2,5,2,1,6,4,4,3,1,2,3,2,2,4,5,2,1,2,1,2,3,3,4,4,2,4,4,2,1,1,2,1,3,4,1,1,0,2,3,4,2,9,3,1,2,2,0,3,4,2,2,2,1,1,2,3,3,2,4,1,0,2,0,4,2,7,4
64,46,52,162,6,F,1,3,1,1,2,1,2,3,3,2,4,3,4,2,1,2,3,2,0,3,3,4,1,2,1,2,2,3,3,1,2,3,4,1,1,3,0,0,2,3,1,1,1,1,3,4,3,8,4,0,2,2,1,3,2,2,2,2,1,1,2,2,3,2,4,1,2,2,0,3,1,8,4
43,23,27,93,3,M,1,3,1,0,1,0,,2,3,,4,3,2,4,1,,3,,,,2,4,,,1,,2,2,4,5,,2,3,2,1,,0,2,1,4,1,1,,0,,,1,,0,0,2,2,,,,2,,2,1,1,1,,2,2,2,1,1,,0,0,2,2,4
72,53,59,184,8,F,1,2,1,1,0,0,0,4,3,2,5,4,4,4,1,2,3,2,1,3,6,4,1,1,1,2,2,6,6,2,3,3,3,1,1,2,2,1,1,5,1,1,2,2,4,3,3,9,4,2,2,2,2,2,4,2,2,1,1,0,2,2,3,2,4,1,1,2,0,4,3,11,4
58,37,46,141,5,M,1,3,1,1,0,1,2,4,3,1,5,3,4,1,1,1,3,,2,0,5,3,1,1,1,0,2,4,4,1,1,3,4,2,1,3,0,0,2,0,1,0,0,2,3,2,2,6,4,0,2,2,1,1,2,2,0,2,1,1,2,1,2,2,4,1,2,2,0,4,2,6,4
75,52,51,178,7,M,1,3,1,1,2,1,1,3,3,2,6,3,4,4,,1,3,2,1,5,5,4,2,1,1,1,3,4,7,2,3,2,4,3,1,1,1,0,2,2,1,1,2,1,5,4,3,10,4,0,2,2,1,3,0,2,1,2,1,1,1,1,3,2,4,1,2,2,0,4,2,10,4
43,39,25,107,3,M,1,3,1,1,0,1,0,1,2,2,3,2,2,2,1,2,2,0,1,0,2,3,2,3,1,1,0,0,4,0,2,1,4,0,1,1,2,0,1,3,1,0,4,0,3,4,2,7,3,0,2,1,1,0,0,2,0,0,1,1,1,1,2,2,2,1,,2,0,0,0,3,3
36,25,18,79,2,F,1,2,1,1,0,,0,3,3,0,2,3,1,3,1,0,2,2,0,0,3,1,0,0,1,0,1,2,3,1,4,2,3,1,1,,0,0,2,2,1,0,,1,3,0,2,1,1,0,2,0,0,0,,1,0,2,,1,0,,2,2,1,0,2,1,0,1,1,1,1
63,49,46,158,6,M,1,2,1,1,2,0,1,1,1,1,4,3,4,4,1,0,3,2,2,5,4,4,2,3,1,0,3,3,4,3,1,4,4,2,1,3,2,1,2,4,1,1,0,1,4,3,1,7,4,2,2,0,1,4,2,2,1,2,0,0,1,3,3,2,4,1,,2,1,3,1,5,4
52,47,43,142,5,M,1,1,0,0,1,0,0,2,1,2,4,3,4,3,1,2,3,2,0,1,3,1,2,0,1,2,3,3,6,4,1,4,4,2,1,3,0,0,2,1,1,0,2,2,4,1,2,9,4,0,2,2,0,3,2,2,2,1,1,1,2,3,2,2,3,1,2,2,0,1,0,6,3
66,44,44,154,6,F,1,3,1,1,1,0,,2,3,2,7,4,4,2,1,2,3,2,0,0,6,4,2,1,1,2,3,4,4,4,0,4,4,2,0,3,1,0,3,3,1,0,2,0,3,4,2,5,3,1,1,2,1,2,2,2,0,1,1,1,2,3,3,2,2,1,2,2,0,4,1,5,3
52,43,42,137,4,M,1,3,1,1,1,1,1,3,0,1,5,3,4,3,,0,3,2,,1,3,3,0,0,1,1,2,2,6,1,4,1,4,2,1,2,0,0,2,5,1,1,2,1,2,4,0,6,4,0,2,2,1,1,2,1,0,1,1,1,1,1,3,2,4,1,,2,0,2,1,9,4
65,40,48,153,6,F,1,3,1,1,2,0,3,2,2,1,3,3,4,3,1,2,3,2,0,2,4,3,1,2,1,4,3,4,4,4,2,2,4,0,1,2,1,2,1,4,0,0,1,2,3,0,1,6,4,,2,2,0,2,5,2,2,2,1,1,1,1,3,2,3,1,2,2,0,3,0,8,3
71,61,47,179,8,F,1,3,1,1,1,1,,3,3,2,5,3,4,4,1,2,3,2,2,1,5,4,2,2,1,4,3,1,6,5,3,4,4,2,1,3,2,1,2,5,1,1,3,2,4,2,0,12,4,0,2,2,0,1,2,2,2,1,1,1,3,1,3,2,4,1,2,1,1,3,1,7,4
84,62,58,204,9,M,1,3,1,1,2,1,3,6,3,2,6,3,4,3,1,2,3,2,2,6,5,4,2,1,1,4,3,5,4,2,3,4,4,3,1,3,0,2,2,5,1,1,4,2,5,2,2,12,4,0,2,2,1,3,5,2,2,2,1,1,3,3,3,2,4,1,2,2,0,4,1,8,4
64,54,49,167,7,F,1,2,1,1,1,1,0,4,3,2,5,4,2,3,1,2,3,2,2,5,4,4,1,0,1,1,3,2,3,2,1,4,4,2,1,3,1,2,2,4,1,1,4,2,4,2,1,10,3,1,2,2,2,2,4,2,2,2,1,1,2,1,3,2,2,1,1,2,1,4,1,5,3
16,12,9,37,1,F,1,1,1,0,0,,,0,0,,0,0,0,3,1,0,1,,0,0,1,1,0,,1,1,2,1,1,2,0,1,3,0,1,,0,0,1,,1,0,0,1,2,0,,,,,,,,,,1,0,1,0,,,,2,1,1,1,0,2,0,,,0,0
43,34,36,113,3,M,1,3,1,1,1,0,1,3,3,0,3,3,2,3,1,2,3,0,0,1,2,2,1,0,1,1,1,2,1,3,1,1,4,2,1,3,0,0,1,3,0,1,1,2,1,2,0,5,3,1,2,2,2,2,0,0,1,1,1,1,2,1,3,2,2,1,2,2,1,1,2,1,3
74,50,54,178,7,M,1,3,1,1,2,1,1,2,2,1,5,3,4,3,,1,3,2,2,6,7,4,2,1,0,3,2,5,6,1,3,2,4,3,1,1,0,0,2,4,1,2,2,1,4,4,2,9,4,2,2,2,2,4,0,2,3,1,1,1,2,2,2,2,4,1,2,2,1,5,1,7,3
67,54,52,173,7,F,1,3,1,1,2,1,2,3,2,2,3,3,4,3,1,2,3,2,2,3,4,4,1,3,1,2,3,3,2,5,2,3,4,3,1,1,0,1,2,4,1,1,3,1,4,3,1,10,4,0,2,2,0,2,3,2,3,2,1,1,2,3,3,2,3,1,2,2,0,4,2,7,3
66,49,46,161,6,M,1,3,1,1,1,1,1,3,2,1,4,3,2,4,1,2,3,2,2,3,6,4,1,2,1,2,3,2,4,3,3,4,4,3,1,2,1,0,2,4,1,1,2,1,2,3,1,8,3,1,2,2,1,1,1,2,2,1,1,1,1,2,3,2,4,1,2,2,0,4,2,5,3
60,45,45,150,5,M,1,2,1,0,2,1,1,1,3,2,5,3,2,3,1,2,2,0,2,4,4,3,1,3,1,1,3,4,2,0,1,4,3,1,1,2,0,1,3,6,1,1,3,2,4,1,1,7,3,0,2,2,2,1,4,2,1,1,1,1,1,0,3,2,3,1,1,2,1,2,0,8,4
65,45,55,165,6,M,1,2,1,1,1,1,2,2,3,2,5,3,4,3,1,2,3,0,1,3,3,4,0,2,1,1,3,4,6,4,2,2,4,1,1,2,1,1,2,3,1,1,1,2,4,3,0,7,3,1,2,2,0,2,5,2,2,1,1,1,2,4,3,2,4,1,2,2,0,4,1,7,4
72,41,46,159,6,M,1,3,1,1,2,1,2,2,3,2,7,2,4,3,1,2,3,2,0,4,3,4,1,2,1,3,3,4,5,4,1,4,4,2,1,3,0,0,1,2,1,1,1,1,3,1,0,8,3,0,2,2,1,2,0,2,0,2,1,1,4,3,3,2,3,1,2,2,1,3,1,5,3
43,24,17,84,2,M,0,1,1,1,1,0,0,2,0,1,3,3,4,0,1,2,3,0,0,0,4,4,1,1,1,1,2,4,2,2,1,1,2,1,1,0,1,0,1,4,0,0,0,0,1,2,0,5,2,,2,1,1,,,2,0,1,0,1,1,,2,1,2,0,,1,0,0,1,0,1
59,43,38,140,5,M,1,3,1,1,2,1,1,4,0,1,6,3,4,4,1,2,2,0,0,3,3,2,2,1,1,2,3,2,3,1,2,3,1,3,1,3,2,0,2,5,1,0,0,0,3,1,1,10,4,0,2,2,1,2,0,1,2,2,1,1,1,0,3,2,3,1,1,2,0,3,1,4,3
42,32,37,111,3,F,1,2,1,1,1,1,0,2,2,1,3,3,2,4,1,2,3,0,0,0,3,1,0,2,1,1,2,0,2,2,1,2,1,0,1,3,0,0,1,3,0,0,0,1,3,0,1,9,4,0,2,2,0,1,2,2,0,1,1,1,1,2,2,2,4,1,1,1,0,0,1,7,3
31,26,30,87,2,M,1,2,1,0,0,1,0,1,0,0,2,1,2,3,1,,3,,,1,1,3,0,2,1,1,1,2,1,2,1,2,3,1,1,1,0,1,2,1,1,0,0,1,2,1,0,3,3,0,2,2,0,0,0,2,0,2,0,1,1,2,3,2,3,1,,2,0,2,0,3,2
57,51,46,154,6,F,1,3,1,1,1,1,,3,3,2,7,3,4,4,1,2,3,0,0,2,4,2,,,1,2,2,,4,4,2,4,4,1,1,3,1,1,1,4,1,1,1,1,4,2,2,9,4,1,2,2,0,1,1,0,2,1,1,1,2,1,3,2,4,1,2,2,0,5,0,9,3
56,36,49,141,5,M,1,3,0,1,1,1,0,2,2,2,3,3,2,3,1,2,3,2,0,0,5,4,2,0,0,2,3,4,4,3,1,4,4,1,1,1,0,1,0,0,1,1,2,1,3,2,0,6,4,0,2,2,2,2,2,2,1,2,1,1,1,2,3,2,3,1,2,2,1,5,2,5,3
59,51,33,143,5,M,1,3,1,1,1,1,0,3,3,1,2,2,4,3,1,2,3,2,0,3,4,2,2,4,1,1,3,2,3,4,4,3,4,2,1,2,0,1,1,4,1,1,2,2,0,4,1,11,3,0,2,2,1,1,0,0,1,1,1,1,0,2,3,2,3,1,0,2,0,2,2,4,2
57,51,37,145,5,M,1,2,1,1,2,0,0,4,3,0,5,3,2,3,0,0,3,0,0,4,3,4,0,1,1,3,2,5,4,4,1,4,3,2,1,2,2,1,1,6,1,0,4,2,4,2,1,6,4,0,2,2,1,2,2,0,2,1,1,0,0,0,3,2,3,1,,2,0,4,0,7,2
50,34,42,126,4,M,1,3,1,1,0,0,,3,2,1,3,2,1,2,1,0,3,2,0,3,2,3,2,0,1,2,3,2,6,1,2,3,4,2,1,3,1,0,1,4,1,0,0,0,3,1,1,3,3,1,2,2,0,1,3,2,1,1,0,1,2,2,2,2,3,1,,2,0,5,1,5,3
53,43,39,135,4,M,1,3,1,1,2,1,1,3,0,1,3,3,2,3,1,0,3,,1,3,2,4,1,2,1,0,2,4,4,3,1,4,4,2,1,3,2,2,1,2,1,1,1,1,2,2,0,7,3,1,2,2,0,3,0,2,2,1,1,1,0,2,3,2,2,1,2,2,0,3,0,4,3
62,44,47,153,6,M,1,3,1,1,2,0,0,3,1,2,5,4,4,3,1,2,3,2,0,0,4,2,1,0,1,3,3,4,6,3,2,1,3,2,1,1,2,1,1,4,1,1,1,0,2,3,3,8,4,1,2,1,1,1,2,2,2,2,1,1,1,1,3,2,3,1,2,2,1,3,1,8,3
77,52,44,173,7,M,1,3,1,1,2,1,4,6,2,2,5,2,4,4,1,2,3,2,2,3,4,4,1,2,1,1,2,5,6,3,3,4,4,1,1,3,1,0,3,5,1,1,3,2,5,2,0,7,3,0,2,2,2,1,3,1,2,1,1,1,2,0,3,2,4,1,2,2,1,2,0,6,3
54,40,40,134,4,M,1,3,1,1,2,0,,4,1,1,4,3,4,3,,1,3,2,0,4,4,1,1,1,1,1,3,2,2,4,1,3,3,1,1,2,1,0,1,2,0,1,4,1,4,2,2,4,3,1,2,2,,0,0,2,2,2,1,1,1,1,3,2,4,1,,2,1,3,1,6,2
49,38,29,116,3,M,1,3,1,0,1,1,3,2,3,1,2,3,2,4,1,2,2,0,1,2,2,3,1,,1,0,3,2,2,3,1,4,3,3,1,1,2,0,2,4,1,1,1,0,2,0,0,6,3,0,2,2,0,1,1,1,0,2,0,1,2,0,2,2,2,1,,1,0,3,1,3,2
85,61,58,204,9,M,1,2,1,1,2,1,4,5,3,2,6,4,4,4,1,2,3,2,0,5,8,4,2,2,0,4,3,5,4,5,2,4,4,2,1,3,2,1,0,6,1,2,2,2,4,4,3,9,4,1,2,2,1,4,3,2,3,0,1,1,4,3,3,2,4,1,2,2,0,3,2,8,4
45,33,43,121,3,F,1,3,1,1,1,0,1,1,3,0,4,3,2,4,1,2,2,0,0,1,4,2,1,0,1,1,1,2,2,1,0,4,4,0,1,2,0,0,1,2,1,0,0,0,2,2,0,9,4,2,2,2,1,2,2,2,1,2,1,1,1,0,3,2,3,1,2,2,0,1,1,6,3
5,3,0,8,U,F,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,0,,0,,,0,,,0,,,,,,,0,,,,,,,,,,,,,,
67,54,54,175,7,M,1,3,1,1,2,1,0,4,2,2,4,3,4,2,1,2,3,2,2,3,5,4,0,1,1,1,3,6,3,2,4,4,4,2,1,1,1,0,1,4,1,1,4,0,3,3,3,11,4,1,2,2,2,0,4,2,3,2,1,1,2,3,3,2,4,1,2,2,0,2,3,7,3
59,37,51,147,5,M,1,3,1,0,2,0,0,1,1,0,3,2,4,4,1,2,3,2,1,6,4,4,1,1,0,2,2,4,4,2,0,4,4,1,0,2,0,0,2,4,1,1,0,1,3,3,1,4,4,1,2,2,1,1,4,2,1,1,1,1,2,1,3,2,4,1,2,2,0,4,0,9,4
79,57,57,193,9,F,1,3,1,1,2,0,1,1,3,2,5,4,4,4,1,2,3,2,2,5,5,4,2,4,1,0,3,6,7,4,2,4,3,0,1,3,2,1,3,3,1,1,4,2,3,2,2,12,4,2,2,2,2,4,1,1,1,1,1,1,4,4,3,2,4,1,2,2,1,5,1,7,3
53,42,30,125,4,M,1,3,1,1,1,1,,,1,0,6,3,2,4,1,2,3,2,2,5,,4,,1,1,1,0,,7,2,3,4,4,1,1,2,0,0,2,5,1,1,,2,1,2,2,6,3,,2,0,0,,,2,1,2,0,1,1,1,2,2,,1,2,2,0,4,1,3,3
